    32.394   11.257   41.667   -8.235        0        0  
    11.257   32.394   41.667    8.235        0        0  
    41.667   41.667      125        0        0        0  
    -8.235    8.235        0   32.391        0        0  
         0        0        0        0   25.974        0  
         0        0        0        0        0   8.4746  
